Satactdt,var3,var15,imp_ent_var16_ult1,imp_op_var39_comer_ult1,imp_op_var39_comer_ult3,imp_op_var40_comer_ult1,imp_op_var40_comer_ult3,imp_op_var40_efect_ult1,imp_op_var40_efect_ult3,imp_op_var40_ult1,imp_op_var41_comer_ult1,imp_op_var41_comer_ult3,imp_op_var41_efect_ult1,imp_op_var41_efect_ult3,imp_op_var41_ult1,imp_op_var39_efect_ult1,imp_op_var39_efect_ult3,imp_op_var39_ult1,imp_sal_var16_ult1,ind_var1_0,ind_var1,ind_var2_0,ind_var2,ind_var5_0,ind_var5,ind_var6_0,ind_var6,ind_var8_0,ind_var8,ind_var12_0,ind_var12,ind_var13_0,ind_var13_corto_0,ind_var13_corto,ind_var13_largo_0,ind_var13_largo,ind_var13_medio_0,ind_var13_medio,ind_var13,ind_var14_0,ind_var14,ind_var17_0,ind_var17,ind_var18_0,ind_var18,ind_var19,ind_var20_0,ind_var20,ind_var24_0,ind_var24,ind_var25_cte,ind_var26_0,ind_var26_cte,ind_var26,ind_var25_0,ind_var25,ind_var27_0,ind_var28_0,ind_var28,ind_var27,ind_var29_0,ind_var29,ind_var30_0,ind_var30,ind_var31_0,ind_var31,ind_var32_cte,ind_var32_0,ind_var32,ind_var33_0,ind_var33,ind_var34_0,ind_var34,ind_var37_cte,ind_var37_0,ind_var37,ind_var39_0,ind_var40_0,ind_var40,ind_var41_0,ind_var41,ind_var39,ind_var44_0,ind_var44,ind_var46_0,ind_var46,num_var1_0,num_var1,num_var4,num_var5_0,num_var5,num_var6_0,num_var6,num_var8_0,Tuition,TuitionIS,Enroll,Choice
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,25.00,100.00,1.00,1.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,225.00","26,225.00","26,225.00","15,050.00","15,050.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,235.00",0.00,0.00,"11,000.00",236.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,15.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,319.00","16,319.00","19,545.00","7,677.00","7,677.00",0.00,"2,896.00","2,896.00",0.00,"1,433.00","1,433.00",0.00,"1,463.00","1,463.00",0.00,8.00,56.00,37.00,0.00,"4,736.00","3,181.00",0.00,"2,371.00","1,626.00",0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,50.00,50.00,1.00,1.00,1.00,2.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"38,588.00","38,588.00","38,588.00","29,818.00","29,818.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890.00,51.00,0.00,"16,716.00",20.00,0.00
2.00,13.00,54.00,13.00,54.00,440.00,500.00,430.00,0.00,0.00,490.00,0.00,0.00,16.00,25.00,17.00,20.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,50.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,84.00,1.00,12.00,"4,990.00","3,112.00",0.00,15.00,"27,348.00","36,946.00","36,946.00","36,946.00","20,746.00","20,746.00","27,348.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,16.00,"27,348.00","13,500.00",22.00,0.00
2.00,"1,897.00",79.00,"1,060.00",44.00,620.00,710.00,640.00,640.00,730.00,740.00,29.00,32.00,29.00,34.00,28.00,33.00,8.00,10.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,102.00,1.00,102.00,1.00,102.00,1.00,102.00,1.00,70.00,74.00,1.00,1.00,1.00,1.00,2.00,1.00,"7,470.00",2.00,0.00,"7,790.00","4,818.00",0.00,"1,119.00","58,686.00","54,678.00","54,678.00","54,678.00","47,878.00","47,878.00","58,686.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,115.00","1,490.00","58,686.00","43,140.00","2,135.00",0.00
1.00,"3,382.00",84.00,"1,613.00",40.00,570.00,670.00,610.00,600.00,680.00,700.00,26.00,30.00,26.00,32.00,25.00,30.00,8.00,9.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,101.00,2.00,0.00,1.00,101.00,1.00,75.00,70.00,1.00,1.00,1.00,1.00,2.00,1.00,"11,376.00",2.00,0.00,"8,600.00","4,590.00",0.00,"1,572.00","59,100.00","59,100.00","59,100.00","59,100.00","47,764.00","47,764.00","59,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,059.00","6,544.00","59,100.00","42,400.00","3,182.00",0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,49.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"29,428.00","29,428.00","29,428.00","21,459.00","21,459.00",0.00,86.00,86.00,0.00,75.00,75.00,0.00,11.00,11.00,0.00,0.00,39.00,61.00,0.00,124.00,16.00,0.00,"15,200.00",15.00,0.00
2.00,318.00,65.00,149.00,30.00,670.00,760.00,670.00,670.00,760.00,760.00,31.00,33.00,31.00,35.00,29.00,34.00,8.00,10.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,185.00,1.00,185.00,1.00,185.00,1.00,185.00,1.00,60.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,"1,742.00",1.00,19.00,"5,620.00","6,390.00",0.00,242.00,"58,200.00",0.00,0.00,0.00,0.00,0.00,"58,200.00",4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,98.00,0.00,0.00,"1,831.00",8.00,"58,200.00","43,676.00",464.00,0.00
2.00,428.00,88.00,56.00,12.00,410.00,490.00,400.00,0.00,0.00,490.00,16.00,19.00,15.00,18.00,16.00,19.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,140.00,1.00,140.00,2.00,0.00,1.00,140.00,1.00,40.00,40.00,1.00,1.00,1.00,1.00,1.00,1.00,"1,392.00",1.00,19.00,"6,197.00","3,400.00",0.00,184.00,"29,907.00","21,937.00","21,937.00","32,493.00","10,439.00","10,439.00","19,351.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,889.00","1,532.00","19,351.00","4,683.00",482.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,45.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,802.00","16,802.00","24,110.00","10,750.00","10,750.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,285.00","1,112.00",0.00,"4,614.00",392.00,0.00
2.00,653.00,18.00,"3,131.00",86.00,440.00,560.00,440.00,450.00,580.00,570.00,19.00,24.00,18.00,24.00,18.00,24.00,6.00,8.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,119.00,1.00,119.00,1.00,119.00,1.00,119.00,1.00,45.00,45.00,1.00,1.00,1.00,1.00,1.00,1.00,"6,871.00",2.00,0.00,"5,040.00","3,906.00",0.00,"1,485.00","30,262.00","22,430.00","22,430.00","29,738.00","16,378.00","16,378.00","22,954.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,078.00","2,208.00","22,954.00","8,914.00","3,621.00",0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,50.00,0.00,1.00,1.00,2.00,2.00,2.00,1.00,124.00,3.00,0.00,"6,140.00",0.00,0.00,0.00,"24,987.00","22,729.00","22,729.00","22,729.00","17,729.00","17,729.00","24,987.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,541.00,0.00,"24,987.00","13,980.00",118.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,50.00,0.00,1.00,1.00,2.00,2.00,2.00,1.00,220.00,3.00,0.00,"6,880.00",0.00,0.00,70.00,"30,398.00","31,356.00","31,356.00","31,356.00","23,685.00","23,685.00","30,398.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,0.00,"30,398.00","15,300.00",231.00,1.00
2.00,71.00,7.00,983.00,97.00,0.00,0.00,510.00,520.00,620.00,650.00,23.00,28.00,23.00,29.00,24.00,28.00,7.00,8.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,123.00,1.00,123.00,1.00,123.00,1.00,0.00,40.00,1.00,1.00,1.00,1.00,2.00,1.00,"3,578.00",2.00,0.00,"5,050.00","3,650.00",0.00,482.00,"40,330.00","40,330.00","40,330.00","40,330.00","33,780.00","33,780.00","40,330.00",550.00,218.00,332.00,207.00,121.00,86.00,343.00,97.00,246.00,0.00,95.00,4.00,0.00,"4,867.00",591.00,"40,330.00","27,940.00","1,009.00",0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,50.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,433.00","22,433.00","22,433.00","12,920.00","12,920.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,111.00,0.00,"10,440.00",139.00,1.00
2.00,629.00,77.00,214.00,26.00,610.00,710.00,620.00,620.00,710.00,740.00,28.00,32.00,28.00,33.00,27.00,33.00,8.00,9.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,200.00,1.00,200.00,1.00,200.00,1.00,55.00,75.00,1.00,1.00,1.00,2.00,2.00,1.00,"2,897.00",1.00,21.00,"6,812.00","5,610.00",0.00,383.00,"59,050.00","59,050.00","59,050.00","59,050.00","48,644.00","48,644.00","59,050.00","1,624.00",21.00,"1,603.00","1,205.00",16.00,"1,189.00",419.00,5.00,414.00,2.00,98.00,1.00,0.00,"5,339.00",469.00,"59,050.00","42,390.00",684.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,019.00","18,039.00","19,449.00","7,907.00","8,927.00",0.00,"1,293.00","1,293.00",0.00,254.00,254.00,0.00,"1,039.00","1,039.00",0.00,21.00,47.00,32.00,0.00,"1,017.00","3,030.00",0.00,"2,790.00",357.00,0.00
2.00,133.00,79.00,0.00,0.00,450.00,540.00,430.00,440.00,530.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,334.00,2.00,0.00,1.00,334.00,1.00,35.00,35.00,1.00,1.00,1.00,1.00,2.00,1.00,565.00,2.00,0.00,0.00,0.00,"10,884.00",4.00,"36,752.00","34,418.00","34,418.00","34,418.00","26,368.00","26,368.00","36,752.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,428.00","1,349.00","36,752.00","21,908.00",170.00,0.00
2.00,16.00,10.00,142.00,89.00,0.00,0.00,410.00,0.00,0.00,510.00,19.00,25.00,19.00,25.00,18.00,23.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,314.00,1.00,314.00,1.00,314.00,1.00,25.00,50.00,1.00,1.00,1.00,1.00,2.00,1.00,285.00,1.00,19.00,0.00,0.00,"8,000.00",60.00,"29,640.00","32,140.00","32,140.00","32,140.00","21,640.00","21,640.00","29,640.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,643.00,229.00,"29,640.00","18,500.00",158.00,0.00
2.00,183.00,83.00,79.00,36.00,420.00,520.00,440.00,0.00,0.00,540.00,17.00,22.00,17.00,22.00,16.00,22.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,160.00,1.00,160.00,1.00,160.00,1.00,160.00,1.00,30.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,590.00,2.00,0.00,0.00,0.00,"8,200.00",126.00,"35,100.00","33,650.00","33,650.00","33,650.00","26,900.00","26,900.00","35,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,621.00,12.00,"35,100.00","23,900.00",209.00,0.00
2.00,98.00,72.00,70.00,51.00,393.00,510.00,410.00,390.00,490.00,510.00,16.00,21.00,15.00,21.00,16.00,21.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,334.00,1.00,334.00,1.00,334.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,422.00,2.00,0.00,"3,000.00","4,600.00",0.00,88.00,"23,896.00","23,896.00","23,896.00","23,896.00","16,970.00","16,970.00","23,896.00",113.00,113.00,0.00,48.00,48.00,0.00,65.00,65.00,0.00,19.00,63.00,17.00,0.00,466.00,214.00,"23,896.00","11,800.00",134.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,311.00,1.00,311.00,1.00,311.00,1.00,311.00,1.00,20.00,20.00,1.00,1.00,1.00,2.00,2.00,1.00,577.00,2.00,0.00,"3,722.00","3,820.00",0.00,0.00,"37,600.00","37,850.00","37,850.00","37,850.00","30,308.00","30,308.00","37,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,861.00,289.00,"37,600.00","24,520.00",215.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,923.00","26,923.00","26,923.00","19,667.00","19,667.00",0.00,937.00,937.00,0.00,655.00,655.00,0.00,282.00,282.00,0.00,0.00,53.00,46.00,0.00,"1,598.00",423.00,0.00,"16,347.00",330.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,20.00,1.00,19.00,"2,070.00","1,723.00",0.00,0.00,"16,047.00","13,882.00","13,882.00","18,898.00","8,176.00","8,176.00","11,031.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,620.00,"11,031.00","3,484.00",132.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,734.00","26,734.00","26,734.00","19,234.00","19,234.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.00,15.00,0.00,"9,850.00",112.00,0.00
2.00,487.00,88.00,72.00,13.00,460.00,570.00,470.00,450.00,550.00,580.00,19.00,22.00,16.00,21.00,18.00,22.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,192.00,1.00,192.00,1.00,192.00,1.00,192.00,4.00,30.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,"1,485.00",2.00,0.00,"5,260.00","5,090.00",0.00,268.00,"41,730.00","40,305.00","40,305.00","40,305.00","32,160.00","32,160.00","41,730.00",15.00,15.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,1.00,98.00,1.00,0.00,"1,748.00",11.00,"41,730.00","27,450.00",544.00,0.00
2.00,"1,351.00",93.00,54.00,4.00,450.00,550.00,460.00,0.00,0.00,560.00,20.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,184.00,1.00,179.00,1.00,179.00,1.00,179.00,1.00,40.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,"2,829.00",2.00,0.00,"7,000.00","3,700.00",0.00,613.00,"28,593.00","23,153.00","23,153.00","29,293.00","13,153.00","13,153.00","22,453.00","2,894.00","1,501.00","1,393.00","1,002.00",727.00,275.00,"1,892.00",774.00,"1,118.00",0.00,84.00,16.00,0.00,"8,431.00","2,986.00","22,453.00",910.00,"1,453.00",0.00
2.00,159.00,31.00,330.00,65.00,465.00,570.00,470.00,0.00,0.00,585.00,21.00,25.00,20.00,26.00,20.00,26.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,156.00,2.00,0.00,1.00,156.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,"1,702.00",2.00,0.00,0.00,0.00,"5,048.00",241.00,"15,122.00","15,122.00","15,122.00","15,122.00","9,712.00","9,712.00","15,122.00",749.00,749.00,0.00,535.00,535.00,0.00,214.00,214.00,0.00,3.00,74.00,24.00,0.00,"2,629.00",537.00,"15,122.00","4,630.00",372.00,0.00
2.00,"1,059.00",27.00,"3,349.00",86.00,460.00,570.00,460.00,0.00,0.00,560.00,20.00,25.00,19.00,25.00,19.00,25.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,35.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00,830.00,2.00,0.00,"2,150.00","2,000.00",0.00,"1,492.00","11,200.00","11,200.00","11,200.00","11,200.00","6,070.00","6,070.00","11,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,235.00","8,026.00","11,200.00","3,570.00","2,571.00",0.00
2.00,"1,550.00",28.00,"5,166.00",93.00,580.00,690.00,590.00,0.00,0.00,690.00,26.00,31.00,26.00,33.00,26.00,31.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,342.00,1.00,136.00,1.00,136.00,1.00,342.00,1.00,35.00,50.00,1.00,1.00,1.00,1.00,2.00,1.00,"6,100.00",2.00,0.00,0.00,0.00,"7,200.00","2,507.00","17,470.00","17,470.00","17,470.00","17,470.00","9,568.00","9,568.00","17,470.00","5,976.00","3,336.00","2,640.00","3,763.00","2,252.00","1,511.00","2,213.00","1,084.00","1,129.00",1.00,88.00,11.00,0.00,"30,364.00","4,045.00","17,470.00","4,710.00","5,240.00",0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,10.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,178.00","11,178.00","16,122.00","8,128.00","8,128.00",0.00,"3,172.00","3,172.00",0.00,899.00,899.00,0.00,"2,273.00","2,273.00",0.00,5.00,60.00,35.00,0.00,"4,303.00","4,719.00",0.00,576.00,"1,892.00",0.00
