University,Location,Mission,Tuition,TuitionIS,UndergradEnroll,Choice
Langston University,"Langston, OK","Grounded in its rich tradition as a historically Black college and university, and a land-grant institution, Langston University offers quality post-secondary education to diverse populations through academic, research, community engagement, extension, and co-curricular experiences that lead to professional competence and degree completion.",20429,3930,523,0
Le Moyne-Owen College,"Memphis, TN","LeMoyne-Owen College delivers a transformative experience, educating students for a lifetime of scholarship, leadership, and service through liberal arts, career and professional studies",19296,10776,166,0
Lebanon Valley College,"Annville, PA","Lebanon Valley College delivers a transformative education built on the liberal arts. We develop students who think critically and creatively across boundaries; who solve complex problems; who communicate effectively; and who value differences among human beings. Our graduates are empowered to pursue a life of learning, citizenship, and success.",57390,40990,453,1
LIU Brooklyn,"Brooklyn, NY","Long Island University's mission is to provide excellence and access in private higher education to people from all backgrounds who seek to expand their knowledge and prepare themselves for meaningful, educated lives and for service to their communities and the world.",55198,35038,623,0
LIU Post,"Brookville, NY","Long Island University's mission is to provide excellence and access in private higher education to people from all backgrounds who seek to expand their knowledge and prepare themselves for meaningful, educated lives and for service to their communities and the world.",55198,35038,659,0
Louisburg College,"Louisburg, NC","Related by faith to The United Methodist Church, Louisburg College is committed to offering a supportive community which nurtures young men and women intellectually, culturally, socially, physically, and spiritually. As a two-year residential institution, we provide a bridge for students to make a successful transition from high school to senior colleges and universities.",32409,15962,360,0
Louisiana State University and Agricultural & Mechanical College,"Baton Rouge, LA","As the Flagship institution of the state, the vision of Louisiana State University is to be a leading research-extensive university, challenging undergraduate and graduate students to achieve the highest levels of intellectual and personal development.  Designated as a Land-, Sea-, and Space-Grant institution, the mission of Louisiana State University is the generation, preservation, dissemination, and application of knowledge and cultivation of the arts.  In implementing its mission, LSU is committed to: *  offering a broad array of undergraduate degree programs and extensive graduate research opportunities designed to attract and educate highly qualified undergraduate and graduate students; *  employing faculty who are excellent teacher-scholars, nationally competitive in research and creative activities, and who contribute to a world-class knowledge base that is transferable to educational, professional, cultural, and economic enterprises; and *  using its extensive resources to solve economic, environmental, and social challenges.",29704,8038,4865,0
Malone University,"Canton, OH","The mission of Malone University is to provide students with an education based on biblical faith in order to develop men and women in intellectual maturity, wisdom, and Christian faith that are committed to serving the church, community, and world.",43400,29000,336,0
Marist College,"Poughkeepsie, NY","Marist is dedicated to helping students develop the intellect, character and skills required for enlightened, ethical, and productive lives in the global community of the 21st century.",54880,36100,1251,0
Martin Luther College,"New Ulm, MN",Martin Luther College exists to serve the ministerial needs of the Wisconsin Evangelical Lutheran Synod (WELS) by preparing men for pastoral training at Wisconsin Lutheran Seminary and by preparing men and women for service as teachers and staff ministers in the Synod's churches and schools so that the WELS may be served by candidates both qualified and competent to proclaim the Word of God faithfully and in accord with the Lutheran Confessions in the Book of Concord.,25570,14680,178,0
Milwaukee School of Engineering,"Milwaukee, WI","MSOE provides a sustained interactive educational climate for students to become well-rounded, technologically experienced graduates and highly productive professionals and leaders.",52046,37709,496,0
Minerva Schools at Keck Graduate Institute,"Claremont, CA","Minerva is nurturing critical wisdom for the sake of the world.  We are dedicated to teaching the most exceptional students in the world the skills needed to solve the most complex challenges of our time. By preparing the next generation of leaders, innovators, and global citizens to promote international cooperation and initiate meaningful cultural, political, business, and scientific progress, we are helping to improve our collective future.",25150,11200,22,0
Mitchell College,"New London, CT",Mitchell College celebrates and develops the power of unique minds.,49592,30488,131,0
Moberly Area Community College,"Moberly, MO",MACC provides dynamic and accessible educational opportunities that empower our students and enrich our communities.,14276,4410,1127,0
Montana State University-Northern,"Havre, MT",MSU Northern provides higher education to students for professional and technical careers through an institution dedicated to teaching and the pursuit of knowledge,16731,4402,243,0
Morningside College,"Sioux City, IA",The Morningside College experience cultivates a passion for life-long learning and a dedication to ethical leadership and civic responsibility.,44434,28890,344,1
Murray State College,"Tishomingo, OK","Murray State College Provides Opportunities for Student Learning, Personal Growth, Professional Success, and Community Enhancement.",16976,3920,568,0
Murray State University,"Murray, KY","Murray State University places our highest priority on student learning and excellent teaching, blending the range of educational opportunities often experienced at research institutions with the nurturing student-teacher interactions usually found at smaller universities. We offer relevant undergraduate and graduate degree programs with core studies in the liberal arts and sciences, leading to degrees from certificates to advanced practice doctorates that prepare students for success. Through effective and creative teaching, the opportunity to apply knowledge and skills to real-world situations, and academic and student support services, our quality faculty and staff foster student growth in knowledge, critical inquiry, and innovative thinking. As a public comprehensive university dedicated to diversity, global awareness, and intellectual curiosity, we actively engage students, faculty, staff, and the community in collaborative scholarship, creative activity, and research. We invest in our communities through thoughtful public service in our 18-county service region and beyond. Our uniqueness arises from our combination of academic excellence, welcoming atmosphere, and dedication to student success through mentored, real-world learning opportunities in an open-minded and supportive learning environment.",22870,7656,1426,0
New England Institute of Technology,"East Greenwich, RI","The mission of New England Institute of Technology (NEIT) is to provide specialized associate,bachelor, and master's degree programs,which prepare students for professional and technical careers. Through the combination of professional and technical courses and an integrated liberal arts core, academic programs emphasize the relevance of continuous learning to personal and professional growth.  Upon successful completion, graduates are prepared to enter the workforce or to continue their education.  As an extension of the primary mission, NEIT offers the opportunity to pursue professional and technological studies to satisfy personal interests. As an institution primarily devoted to teaching, NEIT provides opportunities for students from diverse educational backgrounds and with varying levels of ability to study in a variety of technological fields.",44642,27000,518,0
Newberry College,"Newberry, SC","Newberry College prepares students in the Lutheran liberal arts tradition through its supportive academic community for lifelong intellectual and personal development, meaningful vocation, and engaged citizenship in the global society.",40254,23067,342,0
Newbury College,"Brookline, MA","Newbury College engages students in a career-focused education, grounded in the liberal arts, within a diverse and dynamic learning community.  The College mentors students to become professionally competent, ethically aware, socially responsible, and prepared for lifelong learning.  Committed to personalized and experience-based teaching, Newbury College inspires students to become independent thinkers, valuable collaborators, and global-minded citizens.",52570,32950,166,0
Northcentral Technical College,"Wausau, WI","Northcentral Technical College provides high-quality, learner and employer focused, educational pathways committed to enriching lives and strengthening the economy.",15340,3173,688,0
Northeast Community College,"Norfolk, NE",Northeast Community College is dedicated to the success of students and the region it serves.,14576,2820,929,0
Northeast Texas Community College,"Mount Pleasant, TX","Northeast Texas Community College exists to provide responsible, exemplary learning opportunities.",19130,3030,530,0
Northeastern Junior College,"Sterling, CO","Northeastern is committed to developing excellence  in our students by instilling knowledge, advancing skills,  and providing opportunities to transfer and enter  the workforce successfully.",18514,4337,416,0
Northwestern Oklahoma State University,"Alva, OK","Northwestern Oklahoma State University provides quality educational and cultural opportunities to learners with diverse needs by cultivating ethical leadership and service, critical thinking and fiscal responsibility.",16346,6053,347,0
Oak Hills Christian College,"Bemidji, MN","Oak Hills Christian College is a Christian academic community whose mission is to provide biblically centered higher education which contributes to growth toward Christlikeness and prepares students for effective service in their homes, careers, churches, and communities.",30274,17034,26,0
Oakland City University,"Oakland City, IN","Oakland City University is a Christian faith-based learning community dedicated to the enhancement of intellectual, spiritual, physical and social development for positive leadership.",38027,23700,93,0
Oakland University,"Rochester Hills, MI","Oakland University is a preeminent metropolitan university that is recognized as a student-centered, doctoral research institution with a global perspective. We engage students in distinctive educational experiences that connect to the unique and diverse opportunities within and beyond our region.  Through faculty-driven and student-engaged research, scholarship, and creative activity, Oakland University advances knowledge and art in a diverse and inclusive environment.  Oakland University is an active community partner providing thriving civic, cultural, and recreational opportunities and valuable public service.",24678,13410,2425,0
Ohio University-Main Campus,"Athens, OH","Mission Statement   Ohio University holds as its central purpose the intellectual and personal development of its students.  Distinguished by its rich history, diverse campus, international community, and beautiful Appalachian setting, Ohio University is known as well for its outstanding faculty of accomplished teachers whose research and creative activity advance knowledge across many disciplines.",27242,11896,4022,1
Oklahoma Christian University,"Edmond, OK","Oklahoma Christian University is a higher learning community that transforms lives for Christian faith, scholarship, and service.",34915,21600,495,0
Oklahoma State University Institute of Technology,"Okmulgee, OK","OSU Institute of Technology's mission is to serve as the lead institution of higher education in Oklahoma and the region providing comprehensive, high-quality, advancing technology programs and services to prepare and sustain a diverse student body as competitive members of a world-class workforce and contributing members of society.",13332,4050,717,0
Onondaga Community College,"Syracuse, NY","Onondaga Community College makes high quality educational programs and services accessible to our diverse citizenry, empowering individuals to explore and discover their inherent potential and to transform themselves to live, work and thrive in our global community.",16940,4570,2028,0
Pacific Lutheran University,"Tacoma, WA","PLU seeks to educate students for lives of thoughtful inquiry, service, leadership and care - for other people, for their communities and for the earth.",54800,40352,605,0
Pacific University,"Forest Grove, OR","A diverse and sustainable community dedicated to discovery and excellence in teaching, scholarship and practice, Pacific University inspires students to think, care, create, and pursue justice in our world.",57488,42594,422,0
Panola College,"Carthage, TX","Panola College is dedicated to providing excellence in education. The range of educational offerings includes university transfer programs, technical and workforce programs, instruction designed to increase academic proficiencies, and continuing education to enrich lives and improve skills.  Our aim is to engage students to achieve success.",16679,648,444,0
Peru State College,"Peru, NE","In educating the individual to the benefit of society, Peru State College cultivates the capacity and propensity for life-long learning by fostering independent inquiry and promoting the value of knowledge and discovery. Through innovative undergraduate and graduate programs, Nebraska's first college continues its commitment to making a vital contribution to the future of the region and the state.",19052,5160,232,0
Piedmont International University,"Winston-Salem, NC","Piedmont International University is an established provider of quality, Bible-centered higher education for effective lifetime ministry. We are driven by our love for students and alumni and are committed to their success. We serve churches by equipping leaders to obey the Great Commandment and fulfill the Great Commission. We will grow in influence to become an internationally recognized leader in innovative, Bible-centered higher education for effective ministry in a constantly changing world.",20514,8680,63,0
Pontifical College Josephinum,"Columbus, OH","The Pontifical College Josephinum is a Roman Catholic seminary whose mission is to prepare men for the ordained priesthood through human, spiritual, intellectual, and pastoral formation. The seminary consists of two academic divisions: The College of Liberal Arts and The School of Theology, which includes a Pre-Theology Program. The Josephinum is a pontifical institution immediately subject to the Holy See, through the Apostolic Nuncio, and governed by the Board of Trustees. Its programs follow the norms established by the Code of Canon Law, the Congregation for Catholic Education, and the United States Conference of Catholic Bishops. Continuing the vision of its founder, Msgr. Joseph Jessing, the Josephinum seeks to prepare priests for the new evalgelization and to serve the pastoral needs of the Church. In fidelity to this vision, the Josephinum provides resources to prepare candidates for the priesthood, enabling them to respond to the particular needs of their local communities. The Josephinum shares its resources with the wider Church by promoting vocations and by offering continuing education to clergy and laity.",39742,21298,10,0
Presbyterian College,"Clinton, SC","The compelling purpose of Presbyterian College, as a church-related college, is to develop within the framework of Christian faith the mental, physical, moral, and spiritual capacities of each student in preparation for a lifetime of personal and vocational fulfillment and responsible contribution to our democratic society and the world community.",51910,34982,262,1
Rabbinical College Bobover Yeshiva Bnei Zion,"Brooklyn, NY","The Rabbinical College Bobover Yeshiva aims to carry forward the chain of Jewish learning and career training in an environment where education is personal, but rigorous and challenging. The Yeshiva defines its purpose as teaching students Torah learning skills in order to foster creative scholarship and provide the community with Talmudists, scholars, and well-educated laymen.  We identify the following specific mission elements: 1.  Train students in the study and analytical interpretation of the classic texts of Judaism.  Foster reasoning skills, proficiency in textual analysis, the capacity for legal analysis, and a deftness in the application of advanced logic to methods of argumentation. 2.  Prepare students for service careers as Yeshiva teachers, melamdim, mechanchim and maggidei shiur in a wide range of formats. 3.  Provide students with the education for pursuing advanced rabbinic degrees that lead to college level teaching or practical rabbinics. 4.  Develop in the student a strong moral dimension by fostering an ethical sensibility through the study of Mussar, devotional texts and Talmudic Aggadata. 5.  Foster in the student a contemplative spirit, an awareness of the life of the mind and its encouragement. 6.  Train those with exceptional gifts for higher research in Talmud.",16050,7750,66,1
Randolph-Macon College,"Ashland, VA",A Randolph-Macon College liberal arts education develops the mind and character of each student.,54180,38750,374,0
Rensselaer Polytechnic Institute,"Troy, NY","Rensselaer educates the leaders of tomorrow for technologically based careers. We celebrate discovery, and the responsible application of technology, to create knowledge and global prosperity.",70132,51000,1385,0
Rhode Island School of Design,"Providence, RI","The mission of Rhode Island School of Design, through its college and museum, is to educate its students and the public in the creation and appreciation of works of art and design, to discover and transmit knowledge and to make lasting contributions to a global society through critical thinking, scholarship and innovation.",67620,48210,304,0
Robert Morris University,"Moon Township, PA","Robert Morris University is a student-centered institution that transforms lives by building knowledge, skills, and citizenship, all of which focus on the achievement of one's personal and professional goals. Engaged learning, within a highly supportive environment, enables our students to develop strong communication skills, excel within collaborative settings, effectively address complex problems with innovative solutions, and lead with integrity and compassion throughout their lives and careers in a diverse and rapidly changing world.",46316,28210,831,0
Rust College,"Holly Springs, MS","Rust College is a historically Black, co-educational, senior liberal arts college founded in 1866 by the Freedman’s Aid Society of the Methodist Episcopal Church to offer quality programs in business, education, humanities, science and math, and social science to prepare students for leadership and service in a global society.",16500,9700,228,0
Saint Louis Christian College,"Florissant, MO","Saint Louis Christian College pursues excellence in the Word and develops servant leaders for urban, suburban, rural, and global ministry.",20510,11180,3,0
Saint Peter's University,"Jersey City, NJ","Saint Peter's University, inspired by its Jesuit, Catholic identity, commitment to individual attention and grounding in the liberal arts, educates a diverse community of learners in undergraduate, graduate and professional programs to excel intellectually, lead ethically, serve compassionately and promote justice in our ever-changing urban and global environment",54036,35326,628,1
San Diego Christian College,"Santee, CA",San Diego Christian College (SDC) exists to educate and inspire students through the truth of Scripture and the development of competencies that prepare graduates whose purpose is to impact the world.,47032,21057,64,0
San Francisco Conservatory of Music,"San Francisco, CA","Our core mission is to transform our students: artistically, intellectually, professionally, and individually. Through the study of music at the highest level, our students learn to seek achievement in every endeavor, to convert challenge into opportunity, to understand the nature of excellence, and to pursue their dreams with vigor and determination.",64945,43700,48,0
Scripps College,"Claremont, CA","The mission of Scripps College is “to educate women to develop their intellects and talents through active participation in a community of scholars, so that as graduates they may contribute to society through public and private lives of leadership, service, integrity, and creativity.”",71060,52748,307,0
Seattle Pacific University,"Seattle, WA","Seattle Pacific University is a Christian university fully committed to engaging the culture and changing the world by graduating people of competence and character, becoming people of wisdom, and modeling grace-filled community.",56485,40464,627,0
Selma University,"Selma, AL","Selma University's mission is to prepare men and women to be servant leaders throughout the world. As a Christian College, Selma University seeks to stimulate students spiritually, intellectually, and socially and to produce graduates who lead in the profession for which they were trained.",17915,7020,55,0
Seton Hall University,"South Orange, NJ","Seton Hall University is a major Catholic university. In a diverse and collaborative environment it focuses on academic and ethical development. Seton Hall students are prepared to be leaders in their professional and community lives in a global society and are challenged by outstanding faculty, an evolving technologically advanced setting and values-centered curricula.",57090,38400,1398,0
Shawnee State University,"Portsmouth, OH","Shawnee State University places its students first. In meeting the growing needs of our students Shawnee State has revised its strategic plan. This required updating the mission statement, vision statement, and values of the university. The new mission statement is, ""We prepare today's students to succeed in tomorrow's world"".",20910,6251,693,0
Sheridan College,"Sheridan, WY",Creating student success and making a difference in our communities through educational leadership.,13846,2256,631,0
Silver Lake College of the Holy Family,"Manitowoc, WI","Silver Lake College is a dynamic learning community that empowers students through a quality liberal arts education integrated with professional preparation offered in an environment of mutual respect and concern for persons, based on the principles and truths of Franciscan Catholic tradition.",41766,26800,91,1
Soka University of America,"Aliso Viejo, CA",The mission of Soka University of America is to foster a steady stream of global citizens committed to living a contributive life.,47368,30106,64,0
South Georgia State College,"Douglas, GA","South Georgia State College, a state college of the University System of Georgia, is a multi-campus, student-centered institution offering high-quality associate and select baccalaureate degree programs. The institution provides innovative teaching and learning experiences, a rich array of student activities and athletic programs, access to unique ecological sites, and residential options to create a diverse, globally-focused, and supportive learning environment.",16560,2224,831,0
South Georgia Technical College,"Americus, GA","As a member of the Technical College System of Georgia and a residential institution of higher education, it is the mission of South Georgia Technical College to prepare individuals for success in the workforce by providing accessible, high-quality associate of applied science degrees, diplomas, technical certificates of credit, and non-credit programs and services that support the needs of citizens, businesses, and industries within our service delivery area in Southwest Georgia.  Statement of Purpose  To realize the distinctiveness of its mission, South Georgia Technical College is committed to:  * Providing a broad range of campus based and on-line instructional credit courses that lead to an associate of applied science degree, diploma, or technical certificate of credit as well as non-credit course offerings and services which support workforce development. * Supporting learner success through quality student services. * Promoting economic development through partnerships with business, industry, government, and local communities. * Providing accessible educational facilities and state-of-the-art equipment and technology. * Providing a qualified faculty and staff. * Providing administrative support through analysis, planning, and budgeting. Revised December 2008",7256,2136,500,0
Southern California Seminary,"El Cajon, CA","The mission of Southern California Seminary is to bring glory to God by assisting local churches to equip believers of various cultures and languages to live and minister biblically based on the inerrant Word of God. This equipping includes building biblical knowledge, Christian character, and ministry skills-all at modest tuition.",32656,14400,1,0
Southern Illinois University-Carbondale,"Carbondale, IL","SIU embraces a unique tradition of access and opportunity, inclusive excellence, innovation in research and creativity, and outstanding teaching focused on nurturing student success.  As a nationally ranked public research university and regional economic catalyst, we create and exchange knowledge to shape future leaders, improve our communities, and transform lives.",28595,8950,1370,0
Southern Union State Community College,"Wadley, AL","Southern Union State Community College, an open admission, public two-year college and member of the Alabama Community College System, provides quality and relevant teaching and learning in academic, technical, and health science programs that are affordable, accessible, equitable, and responsive to the diverse needs of its students, community, business, industry, and government.",12790,3570,1129,0
Southwest Mississippi Community College,"Summit, MS","Southwest Mississippi Community College provides academic,  career, technical, and continuing education, meeting the diverse needs of the population at a reasonable cost. SMCC provides community services and promotes economic development through consultative and work-force training.",10250,2800,562,0
Southwest Texas Junior College,"Uvalde, TX","Mission Statement: Southwest Texas Junior College  is a comprehensive, public college serving eleven  counties in Southwest Texas. The College provides accessible, affordable,  high-quality education that prepares students to  successfully transfer to senior colleges and  universities; enter the job market; pursue their  professional and personal goals; and contribute to  the economic growth of the region.",14757,2928,1015,0
Southwestern Michigan College,"Dowagiac, MI",The mission of Southwestern Michigan College is to serve our community by providing affordable local access to high quality postsecondary career preparation and college education - including the total college life experience.,19566,4774,651,0
Spalding University,"Louisville, KY","Spalding University is a diverse community of learners dedicated to meeting the needs of the times in the tradition of the Sisters of Charity of Nazereth through quality undergraduate and graduate liberal and professional studies, grounded in spiritual values, with emphasis on service and the promotion of peace and justice.",36778,24000,169,0
Spartan College of Aeronautics and Technology,"Tulsa, OK",We impact generations by providing knowledge and skill to students from across the street and around the world.,30847,17606,243,0
Spring Arbor University,"Spring Arbor, MI","""Spring Arbor University is a community of learners distinguished by our lifelong involvement in the study and application of the liberal arts, total commitment to Jesus Christ as the perspective for learning and critical participation in the contemporary world.""",39970,27150,262,0
St. John's College,"Annapolis, MD","St. John's College is a community dedicated to liberal education. Such education seeks to free human beings from prejudice and unexamined opinion, to help them reflect on the nature of things and on the ends and means of human endeavors, to prepare them to meet the known and unknown challenges the future will present, and to enable them to make thoughtful choices in public and private life.   Students at St. John's engage in this education by participating in the activities of its community of learning. The central activity is the reading and discussion, in small classes, of the great works of the West. This study is supported by and intertwined with the study of the elements of languages, mathematics, science, and music. In Santa Fe there is also a program that focuses on the great works of the East.  Through this singular discussion-based classroom experience, anchored in the rigor of the subject matters, we seek to develop in our students an ability to deal with complex issues through both cooperative inquiry and independent thinking. We hope to open the world to them in such a way that they become excellent citizens, parents, partners, colleagues, and friends.",65409,51200,93,0
St. Mary's University,"San Antonio, TX","St. Mary’s University, as a Catholic Marianist University, fosters the formation of people in faith and educates leaders for the common good through community, integrated liberal arts and professional education, and academic excellence. The St. Mary’s University mission statement is a reflection of the Characteristics of Marianist Universities. There are five elements that characterize the Marianist approach to education: Educate for formation in faith Provide an integral quality education Educate in the family spirit Educate for service, justice and peace Educate for adaptation and change",44490,28590,614,0
Stetson University,"DeLand, FL","Our mission at Stetson University is to provide an excellent education in a creative community where learning and values meet, and to foster in students the qualities of mind and heart that will prepare them to reach their full potential as informed citizens of local communities and the world.   At Stetson, the art of teaching is practiced through programs solidly grounded in a tradition of liberal learning that stimulates critical thinking, imaginative inquiry, creative expression, and lively intellectual debate.  The art of learning is enhanced through small interactive classes, close student-faculty alliances, and collaborative approaches that provide the foundation for rewarding careers and advanced study in selective graduate and professional programs.  We embrace diverse methodologies to foster effective communication, information and technological literacy, and aesthetic appreciation.  We encourage the development of informed convictions, independent judgment, and lifelong commitments to learning that are characteristic features of the enlightened citizen.  In bringing together learning and values, the University encourages all of its members to demonstrate personal integrity; to develop an appreciation for the spiritual dimension of life; to embrace leadership in an increasingly complex, interdependent, and technological world; and to commit to active forms of social responsibility.",61374,44130,818,0
Stillman College,"Tuscaloosa, AL","Stillman is a liberal arts institution, committed to fostering academic excellence and to providing high quality educational opportunities for diverse populations with disparate levels of academic preparation. Primarily a teaching institution, Stillman has a proud and evolving tradition of preparing students for leadership and service in society.   Stillman has a historical and covenantal affiliation with the Presbyterian Church (U.S.A.), whose Reformed tradition and commitment to the cultivation of the mind correspond well with the mission of the College. The College, via its constituents, is committed to service for the common good. The entire academic enterprise, under girded with the principles of faith and ethical integrity, manifests constructive compassion as it confidently pursues the best in scholarly inquiry and creative endeavors.  The College’s purpose is to provide a student-centered, fulfilling, technologically enriched educational experience that will among other outcomes, produce graduates who will:      Think carefully and logically about and express with clarity their observations, experiences, and findings concerning the world they live in via written and spoken forms;     Exhibit competence in their disciplines, character in their work with others, and compassion toward all people consistent with an education in a Christian environment;     Qualify for admission to and success in graduate and professional schools or for entry into selected careers;     Manifest the ability to do independent research, demonstrate objective scholarship, and exhibit creative production/performance appropriate to their disciplines.",21986,9548,163,0
SUNY College of Technology at Alfred,"Alfred, NY","Alfred State delivers outstanding associate and baccalaureate degree programs through hands-on learning, preparing in-demand and involved students in a caring community.",24859,6670,1109,1
Susquehanna University,"Selinsgrove, PA","Susquehanna University educates students for productive, creative, and reflective lives of achievement, leadership, and service in a diverse, dynamic and interconnected world.",59780,44890,632,0
Talladega College,"Talladega, AL","Talladega College is an institution rich in history whose mission is to equip its graduates for the global community through academic excellence, moral values, community service and professional development. 							Adopted by the Board of Trustees                          July 21, 2016",22514,11192,153,0
Temple University,"Philadelphia, PA","Temple University is a national center of excellence in teaching and research with an international presence. Our talented faculty and broad curriculum of over 500 academic programs provide superior educational opportunities for academically talented and highly motivated students, without regard to their status or station in life. Temple’s richly diverse student population and the dramatic growth of our residential campus community of student scholars enrich the educational and extracurricular lives of our people. While the university especially serves students from Greater Philadelphia, it is enlivened by a rapidly increasing number of students from across Pennsylvania, throughout the nation, and around the world. We maintain an international presence with campuses in Tokyo and Rome and programs in London, Beijing, and six other locations worldwide. A longtime leader in professional education, Temple prepares the largest body of practitioners in Pennsylvania; we are among the nation’s largest educators in the combined fields of medicine, dentistry, pharmacy, podiatry and law. In addition, we offer more than four dozen doctoral and more than 150 Master’s degree programs that contribute to research and scholarship. Temple seeks to create new knowledge that improves the human condition and uplifts the human spirit. To achieve this goal, we maintain our commitment to recruiting, retaining, and supporting outstanding faculty who prize diversity of thought, excel in scholarly endeavors and support the aspirations of capable students.",32430,15768,5033,0
Texas Christian University,"Fort Worth, TX",To educate individuals to think and act as ethical leaders and responsible citizens in the global community.,62970,44670,1885,0
The College of Saint Rose,"Albany, NY","The College of Saint Rose community engages highly motivated undergraduate and graduate students in rigorous educational experiences. In the progressive tradition of the founding Sisters of St. Joseph of Carondelet, we welcome men and women from all religious and cultural backgrounds. In addition to developing their intellectual capacities, students have the opportunity to cultivate their creative and spiritual gifts in a diverse learning community that fosters integrity, interdependence, and mutual respect.  The College delivers distinctive and comprehensive liberal arts and professional programs that inspire our graduates to be productive adults, critical thinkers, and motivated, caring citizens. Our engagement with the urban environment expands the setting for educational opportunities and encourages the Saint Rose community’s energetic involvement and effective leadership in society.",47268,30546,563,0
The Evergreen State College,"Olympia, WA","As an innovative public liberal arts college, Evergreen emphasizes collaborative, interdisciplinary learning across significant differences. Our academic community engages students in defining and thinking critically about their learning. Evergreen supports and benefits from local and global commitment to social justice, diversity, environmental stewardship and service in the public interest.",21382,6678,517,0
The University of Texas at Austin,"Austin, TX","The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education, graduate education, research and public service. The university provides superior and comprehensive educational opportunities at the baccalaureate through doctoral and special professional educational levels.  The university contributes to the advancement of society through research, creative activity, scholarly inquiry and the development and dissemination of new knowledge, including the commercialization of University discoveries. The university preserves and promotes the arts, benefits the state’s economy, serves the citizens through public programs and provides other public service.",25440,10398,8010,0
Thiel College,"Greenville, PA","Thiel College empowers individuals to reach their full potential by creating a diverse and inclusive learning environment that ensure educational excellence, stimulates global awareness, and promotes ethical leadership. In doing so, Thiel prepares students for careers and lives of meaning and purpose.",47050,29000,184,0
Thomas More College,"Crestview Hills, KY","Thomas More College is the Catholic Liberal Arts College of the Diocese of Covington, Kentucky. Inspired by the Catholic Intellectual Tradition, we challenge students of all faiths to examine the ultimate meaning of life, their place in the world, and their responsibility to others.",40668,28850,351,0
Trinidad State Junior College,"Trinidad, CO",Enriching our diverse communities through quality educational experiences and lifelong learning,18972,3469,322,0
Trinity Valley Community College,"Athens, TX","Trinity Valley Community College is a learning-centered college that provides quality academic, workforce, college preparatory, student support, and community service programs that prepare and empower students for success and promote and enhance life-long learning for all communities served.",16465,1080,993,1
Universidad Adventista de las Antillas,"Mayaguez, PR","ANTILLEAN ADVENTIST UNIVERSITY'S MISSION IS TO PROVIDE HIGHER EDUCATION TO A DIVERSE COMMUNITY WHO WISHES TO STUDY ACCORDING TO THE PHILOSOPHY OF THE SEVENTH-DAY ADVENTIST CHRISTIAN EDUCATION, WHICH PROMOTES THE INTEGRAL DEVELOPMENT OF THE HUMAN BEING AND AN INDIVIDUAL COMMITMENT TO CHRIST.  THE INSTITUTION STRIVES TO PREPARE COMPETENT PROFESSIONALS WHO CAN UNSELFISHLY SERVE SOCIETY AND THE SEVENTH-DAY ADVENTIST CHURCH.  THE MISSION IS CARRIED OUT IN A CHRISTIAN ENVIRONMENT THROUGH THE TEACHING AND THE LEARNING PROCESS, THE CURRICULUM, THE EDUCATIONAL RESEARCH, AND THE ADMINISTRATION, FACULTY, AND STAFF.",16470,5870,114,0
University of Alabama at Birmingham,"Birmingham, AL","UAB's mission is to be a research university and academic health center that discovers, teaches and applies knowledge for the intellectual, cultural, social and economic benefit of Birmingham, the state and beyond.",26096,8328,2262,0
University of Bridgeport,"Bridgeport, CT","The University of Bridgeport offers career-oriented undergraduate, graduate and professional degrees and programs for people seeking personal and professional growth. The University promotes academic excellence, personal responsibility, and commitment to service. Distinctive curricula in an international, culturally diverse supportive learning environment prepare graduates for life and leadership in an increasingly interconnected world. The University is independent and non-sectarian.  -Adopted by the Board of Trustees on April 23, 2004",54508,30150,510,0
University of California-Santa Cruz,"Santa Cruz, CA","The UCSC vision is to promote academic excellence within a diverse community of scholars and learners.  UCSC will lead in the development of new disciplines, advances in established disciplines and in new lines of collaboration between disciplines by its receptivity to creativity and innovation based in rigorous scholarly activity.  We will celebrate the diversity of our students, faculty and staff and value their differing perspectives and contributions.",36040,11502,3505,0
University of Central Florida,"Orlando, FL","The University of Central Florida is a public multi-campus, metropolitan research university that stands for opportunity. The university anchors the Central Florida city-state in meeting its economic, cultural, intellectual, environmental, and societal needs by providing high-quality, broad-based education and experienced-based learning; pioneering scholarship and impactful research; enriched student development and leadership growth; and highly relevant continuing education and public service initiatives that address pressing local, state, national, and international issues in support of the global community.",22254,4478,6815,1
University of Chicago,"Chicago, IL","The University has a mission statement, formally adopted by the governing board and made public, declaring that it is an institution of higher education.    Since its founding, the mission of the University of Chicago, reiterated by each president, has been to sustain at the highest level of excellence the communication of knowledge, the creation of knowledge, and the fostering of a dynamic community of scholars and students.  The University's first formal statement of mission appears in its Articles of Incorporation, initially adopted in 1890 and most recently amended in 1944.",75735,53292,1483,0
